"","id","name","type","acronyms"
"417",417,"Handelsverband Deutschland (HDE)","other","HDE"
"418",418,"ARD Verbindungsbüro Brüssel","other","ARD Verbindungsbüro Brüssel"
"419",419,"LIBER - Association of European Research Libraries (LIBER)","other","LIBER"
"420",420,"DNV GL","other","DNV GL"
"421",421,"Invest Europe - the voice of Private Capital (Invest Europe)","other","Invest Europe"
"422",422,"Bundesverband der Deutschen Volksbanken und Raiffeisenbanken (BVR)","other","BVR"
"423",423,"Council of European Employers of the Metal, Engineering and Technology-based Industries (CEEMET)","other","CEEMET"
"424",424,"DTEK (DTEK)","other","DTEK"
"425",425,"World Business Council For Sustainable Development (WBCSD)","other","WBCSD"
"426",426,"Europe Container Terminals B.V. (ECT)","other","ECT"
"427",427,"OGP GAZ-SYSTEM S.A. (GAZ-SYSTEM)","other","GAZ-SYSTEM"
"428",428,"Agenzia per la Globalizzazione delle Imprese e dei Territori (Agite)","other","Agite"
"429",429,"TUSIAD (TUSIAD)","other","TUSIAD"
"430",430,"Liberty Global PLC. (LGI)","other","LGI"
"431",431,"PwCIL (PwC)","other","PwC"
"432",432,"Statkraft AS (Statkraft)","other","Statkraft"
"433",433,"KPMG EMA (KPMG EMA)","other","KPMG EMA"
"434",434,"MasterCard Europe","other","MasterCard Europe"
"435",435,"The Royal Bank of Scotland (RBS)","other","RBS"
"436",436,"Suomen Yrittäjät ry (SY)","other","SY"
"437",437,"UPM-Kymmene Oyj (UPM)","other","UPM"
"438",438,"Capital Region Denmark EU Office (creoDK)","other","creoDK"
"439",439,"Alcoa Europe SA (Alcoa)","other","Alcoa"
"440",440,"Transat A.T Inc (Transat)","other","Transat"
"441",441,"pantarhei advisors europe","other","pantarhei advisors europe"
"442",442,"Deutscher Raiffeisenverband e.V. (DRV)","other","DRV"
"443",443,"Hipp GmbH & Co. Produktion KG (HiPP)","other","HiPP"
"444",444,"International Federation of Organic Agriculture Movements EU Regional Group (IFOAM EU Group)","other","IFOAM EU Group"
"445",445,"US Dairy Export Council (USDEC)","other","USDEC"
"446",446,"International Road Transport Union Permanent Delegation to the EU (IRU)","other","IRU"
"447",447,"TeliaSonera AB","other","TeliaSonera AB"
"448",448,"Johnson & Johnson (J&J)","other","J&J"
"449",449,"Federation of Swedish Family Forest Owners (LRF Forest)","other","LRF Forest"
"450",450,"Heineken N.V.","other","Heineken N.V."
"451",451,"Saab AB","other","Saab AB"
"452",452,"EVONIK INDUSTRIES AG","other","EVONIK INDUSTRIES AG"
"453",453,"Otsuka Novel Products GmbH (ONPG)","other","ONPG"
"454",454,"EuroHealthNet","other","EuroHealthNet"
"455",455,"eBay EU liaison office (eBay)","other","eBay"
"456",456,"CELGENE","other","CELGENE"
"457",457,"Cambre Associates (Cambre)","other","Cambre"
"458",458,"E3G (E3G)","other","E3G"
"459",459,"Janssen Pharmaceutica","other","Janssen Pharmaceutica"
"460",460,"Tampereen ja Pirkanmaan EU-toimisto/Tampere Region EU Office","other","Tampereen ja Pirkanmaan EU-toimisto/Tampere Region EU Office"
"461",461,"Conference of Peripheral Maritime Regions (CRPM) (CRPM - CPMR)","other","CRPM - CPMR"
"462",462,"Seas At Risk vzw (SAR)","other","SAR"
"463",463,"Gazprom (Gazprom)","other","Gazprom"
"464",464,"GEODE","other","GEODE"
"465",465,"Confédération Européenne de la Production de Maïs (C.E.P.M)","other","C.E.P.M"
"466",466,"UBS Group AG (UBS)","other","UBS"
"467",467,"Bundesverband der Pharmazeutischen Industrie e.V. (BPI e.V.)","other","BPI e.V."
"468",468,"European Board and College of Obstetrics and Gynaecology","other","European Board and College of Obstetrics and Gynaecology"
"469",469,"European Generic medicines Association (EGA)","other","EGA"
"470",470,"Verbraucherzentrale Bundesverband (vzbv)","other","vzbv"
"471",471,"Royal DSM (DSM)","other","DSM"
"472",472,"Bundesverband Informationswirtschaft, Telekommunikation und neue Medien e. V. (BITKOM)","other","BITKOM"
"473",473,"SABMiller Europe AG (SABMiller)","other","SABMiller"
"474",474,"Scania AB (publ) (Scania)","other","Scania"
"475",475,"The Alliance for Safe Online Pharmacy in the EU Community Interest Company (ASOP EU)","other","ASOP EU"
"476",476,"CIP - Confederação Empresarial de Portugal (CIP)","other","CIP"
"477",477,"Swedish Recycling Industries´ Assocation (SRI)","other","SRI"
"478",478,"UniCredit","other","UniCredit"
"479",479,"European Law Institute (ELI)","other","ELI"
"480",480,"Kreab","other","Kreab"
"481",481,"Business Bridge Europe (BBE)","other","BBE"
"482",482,"Daimler Aktiengesellschaft (DAI)","other","DAI"
"483",483,"Siemens AG (SAG)","other","SAG"
"484",484,"European Association of Credit Rating Agencies (EACRA)","other","EACRA"
"485",485,"IPK European Strategy Ltd","other","IPK European Strategy Ltd"
"486",486,"TheCityUK","other","TheCityUK"
"487",487,"Österreichischer Sparkassenverband","other","Österreichischer Sparkassenverband"
"488",488,"The Goldman Sachs Group, Inc. (GS)","other","GS"
"489",489,"The Regional Environmental Center for Central and Eastern Europe (REC)","other","REC"
"490",490,"Institute of Chartered Accountants in England and Wales (ICAEW)","other","ICAEW"
"491",491,"Österreichs E-Wirtschaft (Oesterreichs Energie)","other","Oesterreichs Energie"
"492",492,"Association des Régions de France (ARF)","other","ARF"
"493",493,"European Federation of Origin Wines (EFOW)","other","EFOW"
"494",494,"Airbus Group N.V.","other","Airbus Group N.V."
"495",495,"Bertelsmann Stiftung","other","Bertelsmann Stiftung"
"496",496,"European Healthy Lifestyle Alliance (EHLA)","other","EHLA"
"497",497,"European Transport Safety Council (ETSC)","other","ETSC"
"498",498,"Transport en Logistiek Nederland (TLN)","other","TLN"
"499",499,"ITALIA NOSTRA ONLUS - SEZIONE VITERBO (ONLUS)","other","ONLUS"
"500",500,"International Crisis Group (ICG)","other","ICG"
"501",501,"World Federation of Advertisers (WFA)","other","WFA"
"502",502,"France Télévisions","other","France Télévisions"
"503",503,"The Institute of International and European Affairs, Brussels (IIEA Brussels)","other","IIEA Brussels"
"504",504,"International Idea","other","International Idea"
"505",505,"MOL Hungarian Oil and Gas Company (MOL Group)","other","MOL Group"
"506",506,"Gaelectric Energy Storage Ltd (GES)","other","GES"
"507",507,"The European Historic Houses Association (EHHA)","other","EHHA"
"508",508,"Alzheimer Europe (AE)","other","AE"
"509",509,"European Farmers (COPA)","other","COPA"
"510",510,"International Organization for Migration (IOM)","other","IOM"
"511",511,"Transatlantic Institute (TAI)","other","TAI"
"512",512,"Bayerische Motoren Werke Aktiengesellschaft (BMW Group)","other","BMW Group"
"513",513,"EuroGeoSurveys - The Geological Surveys of Europe (EGS)","other","EGS"
"514",514,"Independent Retail Europe (formerly UGAL - Union of Groups of Independent Retailers of Europe)","other","formerly UGAL - Union of Groups of Independent Retailers of Europe"
"515",515,"VERBOND VAN BELGISCHE ONDERNEMINGEN / FEDERATION DES ENTREPRISES DE BELGIQUE (VBO / FEB)","other","VBO / FEB"
"516",516,"Morgan Stanley (MS)","other","MS"
"517",517,"European Biostimulants Industry Council (EBIC)","other","EBIC"
"518",518,"Finnish Energy Industries - Energiateollisuus ry (ET)","other","ET"
"519",519,"Miltton Brussels","other","Miltton Brussels"
"520",520,"Royal Society for the Protection of Birds (RSPB)","other","RSPB"
"521",521,"Global Ocean Commission","other","Global Ocean Commission"
"522",522,"Verband der Automobilindustrie (VDA)","other","VDA"
"523",523,"ENEL SpA","other","ENEL SpA"
"524",524,"SPANISH GAS ASSOCIATION (SEDIGAS)","other","SEDIGAS"
"525",525,"Independent Television PLC (ITV)","other","ITV"
"526",526,"TransferWise Ltd","other","TransferWise Ltd"
"527",527,"Chamber of Commerce of the United States of America","other","Chamber of Commerce of the United States of America"
"528",528,"FINPOINT GmbH (FINPOINT)","other","FINPOINT"
"529",529,"IMPALA Association Internationale AISBL (IMPALA)","other","IMPALA"
"530",530,"E.ON SE","other","E.ON SE"
"531",531,"ENAGAS, S.A.","other","ENAGAS, S.A."
"532",532,"EUROCITIES","other","EUROCITIES"
"533",533,"Friends of the Earth Europe (FoEE)","other","FoEE"
"534",534,"Nature Code","other","Nature Code"
"535",535,"Repsol, S.A. (Repsol)","other","Repsol"
"536",536,"Shell Companies (Shell)","other","Shell"
"537",537,"Stichting BirdLife Europe (BirdLife Europe)","other","BirdLife Europe"
"538",538,"TOTAL S.A.","other","TOTAL S.A."
"539",539,"WWF European Policy Programme (WWF EPO)","other","WWF EPO"
"540",540,"CARE International EU Liaison Office (CI)","other","CI"
"541",541,"Women In Parliaments Global Forum (WIP)","other","WIP"
"542",542,"Avisa Partners","other","Avisa Partners"
"543",543,"Fastweb S.p.A.","other","Fastweb S.p.A."
"544",544,"Civil society Dialogue meeting","other","Civil society Dialogue meeting"
"545",545,"Bundesvereinigung der Deutschen Arbeitgeberverbände e.V. (BDA)","other","BDA"
"546",546,"Lear, laboratorio di economia, antitrust e regolamentazione (Learlab)","other","Learlab"
"547",547,"MEDIASET S.p.A.","other","MEDIASET S.p.A."
"548",548,"Open Society European Policy Institute (OSEPI)","other","OSEPI"
"549",549,"Intercontinental Exchange (ICE)","other","ICE"
"550",550,"Maa- ja metsätaloustuottajain Keskusliitto – Central Union of Agricultural Producers and Forest Owners (MTK)","other","MTK"
"551",551,"The Pew Charitable Trusts (Pew)","other","Pew"
"552",552,"Danish Shipowners Association","other","Danish Shipowners Association"
"553",553,"International Federation of Industrial Energy Consumers (IFIEC Europe)","other","IFIEC Europe"
"554",554,"Vattenfall","other","Vattenfall"
"555",555,"World Federation of United Nations Associations (WFUNA)","other","WFUNA"
"556",556,"ONE","other","ONE"
"557",557,"FIBA Europe e.V.","other","FIBA Europe e.V."
"558",558,"Special Olympics Europe Eurasia (SOEE)","other","SOEE"
"559",559,"Association des Constructeurs Européens de Motocycles (ACEM)","other","ACEM"
"560",560,"EUROPEAN MARITIME PILOTS ASSOCIATION (EMPA)","other","EMPA"
"561",561,"Združenje Manager (Združenje Manager)","other","Združenje Manager"
"562",562,"Allegro Group HU Kft. (Allegro Hungary)","other","Allegro Hungary"
"563",563,"Computer & Communications Industry Association (CCIA)","other","CCIA"
"564",564,"Confederação dos Agricultores de Portugal (CAP)","other","CAP"
"565",565,"EU Strategy","other","EU Strategy"
"566",566,"OHB","other","OHB"
"567",567,"Crisis Action","other","Crisis Action"
"568",568,"Euronews","other","Euronews"
"569",569,"the International Association for Measurement and Evaluation of Communication (AMEC)","other","AMEC"
"570",570,"Robert Bosch GmbH","other","Robert Bosch GmbH"
"571",571,"Bundesverband Öffentlicher Banken Deutschlands (VÖB)","other","VÖB"
"572",572,"Fédération Française des Sociétés d'Assurances (FFSA)","other","FFSA"
"573",573,"Gesamtverband der Arbeitgeberverbände der Metall- und Elektro-Industrie e.V. (Gesamtmetall)","other","Gesamtmetall"
"574",574,"JPMorganChase & Co. (n/a)","other","n/a"
"575",575,"Landbrug & Fødevarer - Danish Agriculture and Food Council (DAFC)","other","DAFC"
"576",576,"Conseil de Coopération Economique (CCE)","other","CCE"
"577",577,"Fiat Chrysler Automobiles (FCA)","other","FCA"
"578",578,"Fédération Francaise des Motards en Colère (FFMC)","other","FFMC"
"579",579,"Symantec Corporation (SYMC)","other","SYMC"
"580",580,"The Lisbon Council for Economic Competitiveness and Social Renewal asbl (The Lisbon Council)","other","The Lisbon Council"
"581",581,"Telenor","other","Telenor"
"582",582,"HelpAge International (HelpAge)","other","HelpAge"
"583",583,"European Association of Remote Sensing Companies (EARSC)","other","EARSC"
"584",584,"La Française des Jeux (FDJ)","other","FDJ"
"585",585,"The EU Vegetable Oil and Proteinmeal Industry (FEDIOL)","other","FEDIOL"
"586",586,"Ofcom","other","Ofcom"
"587",587,"European Telecommunications Network Operators' Association (ETNO)","other","ETNO"
"588",588,"Swiss Finance Council (SFC)","other","SFC"
"589",589,"Depository Trust & Clearing Corporation (DTCC)","other","DTCC"
"590",590,"TenneT Holding B.V. (TenneT)","other","TenneT"
"591",591,"European Disability Forum (EDF)","other","EDF"
"592",592,"ELECTRICITE DE FRANCE (EDF)","other","EDF"
"593",593,"European Union National Institutes for Culture (EUNIC)","other","EUNIC"
"594",594,"European Secure Parking Organization (ESPORG)","other","ESPORG"
"595",595,"Opower-UK LTD","other","Opower-UK LTD"
"596",596,"The Coca-Cola Company (Coca-Cola (NYSE: KO))","other","NYSE: KO)"
"597",597,"Bagehot Limited","other","Bagehot Limited"
"598",598,"Science Europe (SE)","other","SE"
"599",599,"Traffic Com","other","Traffic Com"
"600",600,"Kone Corporation","other","Kone Corporation"
"601",601,"Institute for Advanced Sustainability Studies e.V. (IASS)","other","IASS"
"602",602,"Danish Energy Association / Dansk Energi (DEA)","other","DEA"
"603",603,"Protection sociale française (REIF)","other","REIF"
"604",604,"Climate Alliance of European cities with indigenous rainforest peoples (Climate Alliance)","other","Climate Alliance"
"605",605,"ERAMET","other","ERAMET"
"606",606,"Water supply and sanitation Technology Platform (WssTP)","other","WssTP"
"607",607,"SEKAB BioFuels & Chemicals (SEKAB)","other","SEKAB"
"608",608,"Coalitions européennes pour la diversité culturelle (CEDC)","other","CEDC"
"609",609,"Green Budget Europe AISBL (GBE)","other","GBE"
"610",610,"European Cyclists' Federation (ECF)","other","ECF"
"611",611,"European Observatory on Health Systems and Policies","other","European Observatory on Health Systems and Policies"
"612",612,"European Construction Industry Federation (FIEC)","other","FIEC"
"613",613,"Caterpillar Belgium SA","other","Caterpillar Belgium SA"
"614",614,"European Metal Union (EMU)","other","EMU"
"615",615,"The Global Fund to Fight AIDS, Tuberculosis and Malaria","other","The Global Fund to Fight AIDS, Tuberculosis and Malaria"
"616",616,"AGE Platform Europe (AGE)","other","AGE"
"617",617,"European Confederation of Pharmaceutical Entrepreneurs (EUCOPE)","other","EUCOPE"
"618",618,"Natuur & Milieu","other","Natuur & Milieu"
"619",619,"Capital International Limited (CIL)","other","CIL"
"620",620,"Comité Européen des Entreprises Vins (CEEV)","other","CEEV"
"621",621,"CaixaBank, S.A. (""la Caixa"")","other","""la Caixa"""
"622",622,"European League for Economic Cooperation (ELEC)","other","ELEC"
"623",623,"Gas Natural Fenosa","other","Gas Natural Fenosa"
"624",624,"Övertorneå kommun","other","Övertorneå kommun"
"625",625,"AeroSpace and Defence Industries Association of Europe (ASD)","other","ASD"
"626",626,"European Road Transport Telematics Implementation Coordination Organisation-Intelligent Transport Systems & Services Europe (ERTICO-ITS Europe)","other","ERTICO-ITS Europe"
"627",627,"Coordination of European Picture Agencies Press Stock Heritage (CEPIC)","other","CEPIC"
"628",628,"Fédération des Entreprises du Commerce et de la Distribution (FECD)","other","FECD"
"629",629,"Glen Dimplex (GD)","other","GD"
"630",630,"PAX","other","PAX"
"631",631,"BVI Bundesverband Investment und Asset Management e.V. (BVI)","other","BVI"
"632",632,"Federation of Small Businesses (FSB)","other","FSB"
"633",633,"Fortum Oyj","other","Fortum Oyj"
"634",634,"Studio Legale Bonelli Erede Pappalardo (BEP)","other","BEP"
"635",635,"European Visual Artists (EVA GEIE)","other","EVA GEIE"
"636",636,"Deutsche Bahn AG (DB)","other","DB"
"637",637,"European Travel Retail Confederation (ETRC)","other","ETRC"
"638",638,"Platform of European Social NGOs (Social Platform)","other","Social Platform"
"639",639,"Ammattiliitto Pro ry (Pro)","other","Pro"
"640",640,"GlaxoSmithKline (GSK)","other","GSK"
"641",641,"European Patent Office (EPO)","other","EPO"
"642",642,"Brazilian Sugarcane Industry Association (UNICA)","other","UNICA"
"643",643,"European Wind Energy Association (EWEA)","other","EWEA"
"644",644,"Nokian Tyres Plc","other","Nokian Tyres Plc"
"645",645,"European Council of Young farmers (CEJA)","other","CEJA"
"646",646,"European Club Association (ECA)","other","ECA"
"647",647,"Toy Industries of Europe (TIE)","other","TIE"
"648",648,"Konrad-Adenauer-Stiftung (KAS)","other","KAS"
"649",649,"Eindhoven-Brainport EU Office (Eindhoven-Brianport)","other","Eindhoven-Brianport"
"650",650,"Central Denmark EU Office (CDEU)","other","CDEU"
"651",651,"UNIFE (UNIFE)","other","UNIFE"
"652",652,"ARCHE NOAH, Gesellschaft für die Erhaltung der Kulturpflanzenvielfalt und ihre Entwicklung (ARCHE NOAH)","other","ARCHE NOAH"
"653",653,"QUALCOMM Inc. (QCOM (NASDAQ))","other","NASDAQ)"
"654",654,"THALES","other","THALES"
"655",655,"EU ProSun","other","EU ProSun"
"656",656,"KIC InnoEnergy","other","KIC InnoEnergy"
"657",657,"Deutscher Sparkassen-und Giroverband (DSGV)","other","DSGV"
"658",658,"Union européenne de l'Artisanat et des petites et moyennes entreprises, aisbl (UEAPME)","other","UEAPME"
"659",659,"Teach For All (TFALL)","other","TFALL"
"660",660,"Confederação Nacional das Cooperativas Agrícolas e do Crédito Agrícola de Portugal (CONFAGRI)","other","CONFAGRI"
"661",661,"Association of European Cancer Leagues (ECL)","other","ECL"
"662",662,"European Association of Euro-Pharmaceutical Companies (EAEPC)","other","EAEPC"
"663",663,"Tax Incentivised Savings Association (TISA)","other","TISA"
"664",664,"Anti-Slavery International (Anti-Slavery)","other","Anti-Slavery"
"665",665,"Roland Berger","other","Roland Berger"
"666",666,"EWE Aktiengesellschaft (EWE AG)","other","EWE AG"
"667",667,"Institut der deutschen Wirtschaft Köln e.V. (IW)","other","IW"
"668",668,"Reuter","other","Reuter"
"669",669,"WDR","other","WDR"
"670",670,"Bundesverband Deutscher Zeitungsverleger (BDZV)","other","BDZV"
"671",671,"Jacques Delors Institut - Berlin, gemeinnützige GmbH (Delors Institut)","other","Delors Institut"
"672",672,"LV= (Insurance - Investments - Retirements)","other","Insurance - Investments - Retirements"
"673",673,"BNP PARIBAS","other","BNP PARIBAS"
"674",674,"IBERDROLA (IBE)","other","IBE"
"675",675,"NASDAQ","other","NASDAQ"
"676",676,"Ocean Energy Europe (OEE)","other","OEE"
"677",677,"ExxonMobil Petroleum & Chemical (EMPC)","other","EMPC"
"678",678,"Tractebel Engineering - GDF SUEZ (TE)","other","TE"
"679",679,"Vitol Holding BV (VHBV)","other","VHBV"
"680",680,"Irish Tax Institute","other","Irish Tax Institute"
"681",681,"EPPA SA","other","EPPA SA"
"682",682,"AIM European Brands Association (AIM)","other","AIM"
"683",683,"Copyright for Creativity (C4C)","other","C4C"
"684",684,"The General Council of the Bar of England and Wales (The Bar Council)","other","The Bar Council"
"685",685,"PRS for Music","other","PRS for Music"
"686",686,"Academia Europaea [The Academy of Europe] (AE)","other","AE"
"687",687,"All European Academies (ALLEA)","other","ALLEA"
"688",688,"European Academies' Science Advisory Council (EASAC)","other","EASAC"
"689",689,"European Council of Academies of Applied Sciences, Technologies & Engineering (Euro-CASE)","other","Euro-CASE"
"690",690,"American Chamber of Commerce to the European Union (AmCham EU)","other","AmCham EU"
"691",691,"Vereinigung der österreichischen Industrie - Industriellenvereinigung (IV)","other","IV"
"692",692,"European Savings and Retail Banking Group (ESBG)","other","ESBG"
"693",693,"WWF - UK (WWF - UK)","other","WWF - UK"
"694",694,"Dairy UK","other","Dairy UK"
"695",695,"Bunge Ltd (BEMEA)","other","BEMEA"
"696",696,"Mozilla Corporation","other","Mozilla Corporation"
"697",697,"ITS B.V.","other","ITS B.V."
"698",698,"Dun & Bradstreet Marketing Services N.V. (Dun & Bradstreet)","other","Dun & Bradstreet"
"699",699,"Think Tank EUROPA (TTE)","other","TTE"
"700",700,"European agri-cooperatives (COGECA)","other","COGECA"
"701",701,"Tom Lantos Intézet (TLI)","other","TLI"
"702",702,"Animal Skincare Products Europe (ASPE)","other","ASPE"
"703",703,"Alber & Geiger (A&G)","other","A&G"
"704",704,"Fédération Nationale des Syndicats d'Exploitants Agricoles (FNSEA)","other","FNSEA"
"705",705,"Alitalia Società Aerea Italiana S.p.A.","other","Alitalia Società Aerea Italiana S.p.A."
"706",706,"Assicurazioni Generali S.p.A","other","Assicurazioni Generali S.p.A"
"707",707,"DIE FAMILIENUNTERNEHMER - ASU (RK Südwürttemberg)","other","RK Südwürttemberg"
"708",708,"Verband der Anbieter von Telekommunikations- und Mehrwertdiensten (VATM)","other","VATM"
"709",709,"Indra (Indra)","other","Indra"
"710",710,"International Bar Association (IBA)","other","IBA"
"711",711,"BDEW Bundesverband der Energie- und Wasserwirtschaft e. V. (BDEW)","other","BDEW"
"712",712,"University of Cambridge Institute for Sustainability Leadership (CISL)","other","CISL"
"713",713,"International Air Transport Association (IATA)","other","IATA"
"714",714,"FacilityLive OpCo (FacilityLive)","other","FacilityLive"
"715",715,"Gemalto SA","other","Gemalto SA"
"716",716,"Huawei Technologies (Huawei)","other","Huawei"
"717",717,"ICSC EUROPE (ICSC)","other","ICSC"
"718",718,"Buglass","other","Buglass"
"719",719,"EURANET PLUS","other","EURANET PLUS"
"720",720,"Eurolspa","other","Eurolspa"
"721",721,"Initiative Urheberrecht","other","Initiative Urheberrecht"
"722",722,"University of Ulm, Institute for Complex Quantum Systems (UULM)","other","UULM"
"723",723,"European Association of Co-operative Banks (EACB)","other","EACB"
"724",724,"International Swaps and Derivatives Association (ISDA)","other","ISDA"
"725",725,"Swiss Re Ltd.","other","Swiss Re Ltd."
"726",726,"Political Intelligence (PI)","other","PI"
"727",727,"The Alternative Investment Management Association Limited (AIMA)","other","AIMA"
"728",728,"ETVA INDUSTRIAL & BUSINESS PARKS S.A. (ETVA VIPE S.A.)","other","ETVA VIPE S.A."
"729",729,"LEGO System A/S","other","LEGO System A/S"
"730",730,"BirdWatch Ireland","other","BirdWatch Ireland"
"731",731,"Ibec","other","Ibec"
"732",732,"European Shippers' Council (ESC)","other","ESC"
"733",733,"The European Region of the International Lesbian, Gay, Bisexual, Trans and Intersex Association (ILGA-Europe)","other","ILGA-Europe"
"734",734,"Europeans Throughout The World (ETTW)","other","ETTW"
"735",735,"Electricité Réseau Distribution France (ERDF)","other","ERDF"
"736",736,"European Gaming and Betting Association (EGBA)","other","EGBA"
"737",737,"Proximus (PXS)","other","PXS"
"738",738,"Union of European Beverages Association (UNESDA)","other","UNESDA"
"739",739,"spiritsEUROPE (spiritsEUROPE)","other","spiritsEUROPE"
"740",740,"Intesa Sanpaolo","other","Intesa Sanpaolo"
"741",741,"Linklaters LLP","other","Linklaters LLP"
"742",742,"Landsorganisationen i Danmark (LO)","other","LO"
"743",743,"European Liaison Committee for Agriculture and agri-food trade (celcaa)","other","celcaa"
"744",744,"European Educational Exchanges - Youth For Understanding (EEE-YFU)","other","EEE-YFU"
"745",745,"Information Technology and Innovation Foundation (ITIF)","other","ITIF"
"746",746,"SOCAR Representative Office in Belgium (SOCAR Belgium)","other","SOCAR Belgium"
"747",747,"European International Contractors (EIC)","other","EIC"
"748",748,"Syndicat National des Labels Avicoles de France (SYNALAF)","other","SYNALAF"
"749",749,"McGraw Hill Financial, Inc. (MHFI)","other","MHFI"
"750",750,"Inline Policy","other","Inline Policy"
"751",751,"AMBER Alert Europe (AMBER Alert EU)","other","AMBER Alert EU"
"752",752,"Cisco Systems Inc. (Cisco)","other","Cisco"
"753",753,"Deutsche Sozialversicherung Arbeitsgemeinschaft Europa (DSVAE)","other","DSVAE"
"754",754,"Citadel LLC","other","Citadel LLC"
"755",755,"Volvo AB (Volvo)","other","Volvo"
"756",756,"AIR FRANCE","other","AIR FRANCE"
"757",757,"ArcelorMittal (AM)","other","AM"
"758",758,"MAC Clinical Research Limited (MAC)","other","MAC"
"759",759,"EURODOM","other","EURODOM"
"760",760,"BANCO BILBAO VIZCAYA ARGENTARIA (BBVA)","other","BBVA"
"761",761,"DER MITTELSTANDSVERBUND (ZGV)","other","ZGV"
"762",762,"Euroheat & Power (EHP)","other","EHP"
"763",763,"The Coalition for Energy Savings","other","The Coalition for Energy Savings"
"764",764,"Fur Europe (Fur Europe)","other","Fur Europe"
"765",765,"International Wool Textile Organisation (IWTO)","other","IWTO"
"766",766,"Confederation of Family Organisations in the European Union (COFACE)","other","COFACE"
"767",767,"European Small Volume Car Manufacturers Alliance (ESCA)","other","ESCA"
"768",768,"Vereinte Dienstleistungsgewerkschaft (ver.di)","other","ver.di"
"769",769,"CEE Bankwatch Network (BWN)","other","BWN"
"770",770,"House of the Dutch Provinces (HNP)","other","HNP"
"771",771,"European Forest Institute (EFI)","other","EFI"
"772",772,"National Grid PLC (NG)","other","NG"
"773",773,"ASOCIACIÓN ESPAÑOLA DE FABRICANTES DE AUTOMÓVILES Y CAMIONES (ANFAC)","other","ANFAC"
"774",774,"Etsy Ireland","other","Etsy Ireland"
"775",775,"France Digitale","other","France Digitale"
"776",776,"Stiftung Ordnungspolitik - Centrum für Europäische Politik (CEP)","other","CEP"
"777",777,"New City Initiative (NCI)","other","NCI"
"778",778,"Stanley Black and Decker (SBD)","other","SBD"
"779",779,"European Solar Thermal Electricity Association (ESTELA)","other","ESTELA"
"780",780,"Eucomed (Eucomed)","other","Eucomed"
"781",781,"International Association for the Evaluation of Educational Achievement (IEA)","other","IEA"
"782",782,"UK Research Office (UKRO)","other","UKRO"
"783",783,"Accenture International SARL","other","Accenture International SARL"
"784",784,"InterDigital, Inc.","other","InterDigital, Inc."
"785",785,"Airports Council International - European Region (ACI EUROPE)","other","ACI EUROPE"
"786",786,"The Premier League (FAPL)","other","FAPL"
"787",787,"Mathieu Fonteneau (MFO EU Consulting)","other","MFO EU Consulting"
"788",788,"CIONET International (CIONET)","other","CIONET"
"789",789,"Verband Privater Rundfunk und Telemedien e.V. (VPRT)","other","VPRT"
"790",790,"European Coordination Via Campesina (ECVC)","other","ECVC"
"791",791,"FederlegnoArredo - Federazione Italiana delle Industrie del Legno, del Sughero, del Mobile e dell'Arredamento (FLA)","other","FLA"
"792",792,"EUROPEAN AUSTRALIAN BUSINESS COUNCIL (EABC)","other","EABC"
"793",793,"Finmeccanica SpA","other","Finmeccanica SpA"
"794",794,"Global Witness","other","Global Witness"
"795",795,"Zentralverband Elektrotechnik- und Elektronikindustrie e.V. (ZVEI)","other","ZVEI"
"796",796,"ThyssenKrupp AG (TKAG)","other","TKAG"
"797",797,"Associazione fra le società italiane per azioni (ASSONIME)","other","ASSONIME"
"798",798,"EuropeanIssuers (EuropeanIssuers)","other","EuropeanIssuers"
"799",799,"FIA Europe (FIA Europe)","other","FIA Europe"
"800",800,"The Bank of New York Mellon","other","The Bank of New York Mellon"
"801",801,"MVNO Europe (MVNO Europe)","other","MVNO Europe"
"802",802,"European Association of Industrial Silica Producers (EUROSIL)","other","EUROSIL"
"803",803,"Transatlantic Consumer Dialogue (TACD)","other","TACD"
"804",804,"YDRENAS COMMUNICATIONS AB (YCAB)","other","YCAB"
"805",805,"Industriegewerkschaft Metall (IG Metall)","other","IG Metall"
"806",806,"European Composer and Songwriter Alliance (ECSA)","other","ECSA"
"807",807,"Rolls-Royce plc","other","Rolls-Royce plc"
"808",808,"ETP ZEP (ZEP)","other","ZEP"
"809",809,"Federazione Italiana dell'Industria Alimentare (Federalimentare)","other","Federalimentare"
"810",810,"Culture Action Europe (CAE)","other","CAE"
"811",811,"Stichting Registratie en Certificering Certified Players' Agent","other","Stichting Registratie en Certificering Certified Players' Agent"
"812",812,"Yahoo! EMEA Ltd.","other","Yahoo! EMEA Ltd."
"813",813,"Association of the European Self-Medication Industry (AESGP)","other","AESGP"
"814",814,"European Public Affairs Consultancies Association (EPACA)","other","EPACA"
"815",815,"EuroComment","other","EuroComment"
"816",816,"PA Europe","other","PA Europe"
"817",817,"EUROCADRES - COUNCIL OF EUROPEAN PROFESSIONAL AND MANAGERIAL STAFF (EUROCADRES)","other","EUROCADRES"
"818",818,"PlasticsEurope","other","PlasticsEurope"
"819",819,"European Biogas Association (EBA)","other","EBA"
"820",820,"Neste","other","Neste"
"821",821,"SOLAR DECATHLON EUROPE (SDE)","other","SDE"
"822",822,"Meat and Livestock Australia (MLA)","other","MLA"
"823",823,"Ulster Farmers Union","other","Ulster Farmers Union"
"824",824,"ECDL Foundation (ECDL)","other","ECDL"
