,Name,Type,Betweenness,Closeness,Degree
719,Bischöfliches Hilfswerk MISEREOR e.V.,Organizaion,7.78365572516823e-13,0.22100494413346983,2
720,Arbetsgivarverket,Organizaion,1.3013454680261964e-14,0.2020308611249378,4
721,Culture Viande,Organizaion,0.0,0.17494827586206896,1
722,Wolgast & Partner Berlin Politikberatung PartG,Organizaion,4.3188232013195516e-14,0.20474585847172058,2
723,Fundación Privada Monte de Piedad y Caja de Ahorros San Fernando de Huelva,Organizaion,8.434301344153118e-14,0.1866526865699097,2
724,European Timber Trade Federation,Organizaion,0.0,0.20103817882828443,1
725,Broadcom,Organizaion,2.5562313510215512e-14,0.19792073028009674,3
726,Honda Motor Europe,Organizaion,0.0,0.19511585424478414,1
727,Fundacja WWF Polska,Organizaion,5.193113748746112e-14,0.21492417182072354,3
728,Lifelong Learning Platform,Organizaion,3.6150699057296534e-13,0.19673879323716456,4
729,SPAR Österreichische Warenhandels-AG,Organizaion,2.571144933506401e-12,0.23707943925233646,9
730,Klarna Bank AB,Organizaion,2.0069101977769587e-12,0.2283251952026282,8
731,Oettinger Consulting Wirtschafts- und Politikberatung GmbH,Organizaion,1.592969412525389e-13,0.1958388821338274,2
732,Women Environmental Programme,Organizaion,1.5361126068652945e-14,0.2243571318017998,3
733,Vlaams Instituut voor de Zee,Organizaion,0.0,0.1954729339240994,1
734,Topsector Logistiek,Organizaion,0.0,0.20138130867088733,1
735,FTI Consulting Belgium,Organizaion,2.9033141577704577e-11,0.2534279077899048,24
736,European Potato Trade Association,Organizaion,2.093155858663715e-14,0.2004385271807838,3
737,Asociatia Code for Romania - Codeaza pentru Romania,Organizaion,0.0,0.1857166389076999,1
738,Schuttelaar & Partners,Organizaion,0.0,0.18732807798105858,1
739,Corporate Diplomacy Ltd,Organizaion,2.7810977376331416e-12,0.1937892706403621,4
740,European Wireless Infrastructure Association,Organizaion,9.813144325804731e-14,0.19838895731909986,3
741,APCO Worldwide,Organizaion,6.815222482075067e-12,0.23602065500558245,10
742,Croix Rouge Française,Organizaion,0.0,0.19039666754231246,1
743,IRITS Events Ltd,Organizaion,0.0,0.17527162178501718,1
744,Stichting BirdLife Europe,Organizaion,3.260831246543716e-11,0.2641141102058877,55
745,Daiichi Sankyo Europe GmbH,Organizaion,0.0,0.18597533036417954,1
746,Jerónimo Martins,Organizaion,1.9471891069633053e-13,0.22517864275886557,4
747,Sveriges Akademikers Centralorganisation,Organizaion,6.664717985153595e-14,0.2021677193122273,8
748,Flower Auctions International (Vereniging van Bloemenveilingen),Organizaion,0.0,0.1885183464932652,1
749,Veikkaus Oy,Organizaion,1.2386218957492256e-14,0.1803911111111111,2
750,European Producers Union of Renewable Ethanol,Organizaion,1.1972960241961576e-12,0.2314183410495587,5
751,Bund der Deutschen Katholischen Jugend,Organizaion,0.0,0.19517214849009426,1
752,FERRERO International,Organizaion,1.9242977370424842e-13,0.20688741181747747,3
753,TIMEmSYSTEM,Organizaion,0.0,0.1671691461144335,1
754,Barclays PLC,Organizaion,1.3985572578887707e-12,0.23805837087087087,7
755,Freshfel Europe - the forum for the European fresh fruits and vegetables chain,Organizaion,2.093155858663715e-14,0.2004385271807838,3
756,Les Restaurants du Cœur,Organizaion,4.1789190107800656e-14,0.19537507701786813,3
757,Movimento Cultural da Terra de Miranda,Organizaion,3.7044048119250313e-13,0.17587007764836385,2
758,European Association Automotive Suppliers,Organizaion,2.281941858905003e-11,0.26154758222497165,33
759,JOINT-STOCK COMPANY COMMERCIAL BANK PRIVATBANK,Organizaion,6.846765065602001e-15,0.20448591350610618,2
760,European Magazine Media Association,Organizaion,2.3386004643238804e-12,0.22375355575646652,14
761,Česko.Digital,Organizaion,0.0,0.18087666446817233,1
762,Infineon Technologies AG,Organizaion,1.8464361018996632e-12,0.226956541188575,16
763,Europäisches Zentrum für Arbeitnehmerfragen,Organizaion,1.5314860448938096e-13,0.19569913211186113,3
764,The Alliance of Democracies Foundation,Organizaion,1.3452852471825226e-12,0.2049071082390953,4
765,Pohjolan Voima Oyj,Organizaion,4.923570259697649e-13,0.20763249437282585,5
766,Confederação da Agricultura e Pecuária do Brasil,Organizaion,0.0,0.19595990807439023,1
767,Union des Organisations de secours et soins médicaux France,Organizaion,1.1689418841956328e-14,0.1726384919014564,2
768,European Food Forum,Organizaion,0.0,0.1885183464932652,1
769,ERNIEAPP LTD,Organizaion,0.0,0.19103111998042058,1
770,Planet Farms,Organizaion,1.4556284298148506e-13,0.19569535785230757,3
771,Association of European Cartonboard and Carton Manufacturers,Organizaion,1.7380402872025203e-13,0.21803218805732827,4
772,Handwerkskammer Erfurt,Organizaion,1.6843757385205456e-14,0.1952510150281899,2
773,MVM Energetika Ltd.,Organizaion,3.1211713535588813e-13,0.22853088894394272,3
774,EUROPEAN ORGANISATION FOR RARE DISEASES,Organizaion,2.487443471001598e-12,0.2017175913961394,10
775,Compagnie de SAINT-GOBAIN,Organizaion,7.735924688212946e-12,0.2611235492421318,11
776,The Business Network for Corporate Social Responsibility,Organizaion,8.541612448894518e-13,0.21870891259834033,8
777,Novo Nordisk A/S,Organizaion,3.2299606801443026e-12,0.24763276064037484,6
778,Integrity Initiatives International,Organizaion,0.0,0.17746336003357935,1
779,Finnish Energy - Energiateollisuus ry,Organizaion,2.8342155169467843e-12,0.2226439934174438,11
780,Teach For All Network,Organizaion,1.710762785388997e-14,0.19536379214078053,2
781,Salida,Organizaion,0.0,0.2023410704315227,1
782,Royal Caribbean Group,Organizaion,1.3815967883982306e-12,0.2111758584807492,7
783,MBO Raad,Organizaion,2.0694101263507834e-13,0.23264398385913426,3
784,Prosus,Organizaion,9.38791039162488e-13,0.23438510579321814,4
785,Oxfam-en-Belgique / Oxfam-in-België,Organizaion,1.5164889522830875e-12,0.22203501094091904,3
786,Mondelez Europe GmbH,Organizaion,2.441607722642484e-13,0.2187136267620813,4
787,Carlo Ratti Associati,Organizaion,0.0,0.18183936059639438,1
788,European Council of the Paint,Organizaion,1.4795444081183513e-13,0.2076919927951531,3
789,SMBC Aviation Capital Ltd,Organizaion,2.4229133577727464e-13,0.19903883876029815,3
790,Project Canary,Organizaion,0.0,0.19950453195965476,1
791,out of the blue,Organizaion,0.0,0.19538636319873684,1
792,Lidl,Organizaion,0.0,0.21448350208205627,1
793,Gemeente Den Haag,Organizaion,0.0,0.1969946999553476,1
794,InnoGlobal,Organizaion,5.653504950164667e-14,0.19743165677595098,2
795,Cooperative and Social Housing,Organizaion,4.145647545769445e-12,0.24642397454889867,12
796,Mo Ibrahim Foundation,Organizaion,6.73281411742548e-14,0.18210696338837043,2
797,Aviva Plc,Organizaion,5.486744373989746e-14,0.200122278321237,2
798,Migration Policy Institute Europe,Organizaion,0.0,0.21457421387637718,1
799,Pensioenfederatie (Federation of the Dutch Pension Funds),Organizaion,5.226020006543078e-13,0.20955350873569864,3
800,Lloyd's Register,Organizaion,2.5204828124812616e-15,0.2164970449550876,2
801,European Banking Federation,Organizaion,1.3371400044501319e-11,0.253370954854175,26
802,The Project Syndicate,Organizaion,2.0163225803227248e-14,0.20007887212856157,2
803,Coöperatie Koninklijke Avebe U.A.,Organizaion,0.0,0.18732807798105858,1
804,Duralim,Organizaion,0.0,0.1863989565920238,1
805,Hydrogen Europe,Organizaion,1.6871064148996515e-11,0.2658370447995808,30
806,Fondation pour le Développement Economique,Organizaion,8.76330722783437e-13,0.1903680912536115,3
807,4Pro GmbH&CoKG,Organizaion,0.0,0.1969946999553476,1
808,Civil Society Europe,Organizaion,4.502746925141341e-12,0.228546330915807,11
809,Gas Distributors for Sustainability,Organizaion,6.348027251732952e-12,0.23532549456156218,16
810,Univerza v Ljubljani,Organizaion,0.0,0.20341599342461358,1
811,GMV Aerospace and Defence SAU,Organizaion,4.9567997305987026e-14,0.2040254152089114,2
812,Artigianato e Agricoltura,Organizaion,0.0,0.18264125132746548,1
813,Brussels Academy of Justice,Organizaion,0.0,0.168742620524504,1
814,Nickel Institute,Organizaion,0.0,0.20378366437049383,1
815,SOCIETE BIC,Organizaion,0.0,0.17746336003357935,1
816,Education in Inland Navigation,Organizaion,0.0,0.1740719138132162,1
817,Offshore Wind Foundations Alliance,Organizaion,0.0,0.18201223340328976,1
818,European Technology Policy,Organizaion,0.0,0.18395910005620117,1
819,Eurogroup for Animals,Organizaion,6.910130173209965e-12,0.2431176174617246,16
820,Finance Norway,Organizaion,0.0,0.18919322059179983,1
821,Anti-Slavery International,Organizaion,5.72219054021525e-12,0.25797676251493656,16
822,Sports Rights Owners' Coalition,Organizaion,4.069157785758684e-13,0.21313197084584848,4
823,Edwards Lifesciences,Organizaion,0.0,0.16093576526566217,1
824,The Wallenberg Foundations AB,Organizaion,2.687919565285906e-12,0.2344609270298997,6
825,LinkedIn Ireland,Organizaion,6.238905191206446e-12,0.24558303886925795,14
826,Lykke Advice,Organizaion,0.0,0.1857200380701369,1
827,QWANT,Organizaion,0.0,0.21782624562608677,1
828,European Judicial Training Network,Organizaion,2.871861774615191e-14,0.1881722424152511,2
829,Trafigura Pte Ltd,Organizaion,1.4907150556678984e-12,0.21660796242928806,8
830,ALDI Einkauf SE & Co. oHG (ALDI Nord),Organizaion,0.0,0.1953901255487946,1
831,Polish Vodka Association,Organizaion,2.187014467602728e-13,0.18568265412556956,3
832,CIVICUS: World Alliance for Citizen Participation,Organizaion,0.0,0.22226846578463155,1
833,Associazione fra le società italiane per azioni,Organizaion,2.223105803244409e-12,0.24895725992443202,6
834,TomTom International bv,Organizaion,2.235257949485398e-14,0.19361178423553208,2
835,Comité national des pêches maritimes et des élevages marins,Organizaion,4.892402778277544e-13,0.20325300963483764,5
836,Związek Stowarzyszeń Polska Zielona Sieć,Organizaion,0.0,0.20252280302576692,1
837,European Technology Chamber,Organizaion,0.0,0.19536755362162578,1
838,Bisexual,Organizaion,6.9757661371834334e-12,0.24666958381952547,19
839,Asociación de Medios de Información,Organizaion,0.0,0.17458405739749833,1
840,PensionsEurope,Organizaion,5.793060036047346e-13,0.19801342596206384,4
841,Határon Átnyúló Kezdeményezések Közép-európai Segítő Szolgálata,Organizaion,0.0,0.17563567756564485,1
842,The Guild of European Research-Intensive Universities,Organizaion,1.535510389632771e-13,0.18274651058081945,3
843,Rolls-Royce plc,Organizaion,1.961731657284521e-12,0.22079815475672382,7
844,John Deere GmbH&Co.Kg,Organizaion,0.0,0.22112052997450368,1
845,DreamQuark,Organizaion,0.0,0.19536755362162578,1
846,Climate Bonds Initiative Europe,Organizaion,2.981435508163176e-13,0.1989802921855084,3
847,International Association of Scientific,Organizaion,0.0,0.18842732725483277,1
848,Haleon,Organizaion,8.454469276953677e-14,0.18825952244011948,2
849,Ochrony Środowiska i Leśnictwa Niezależny Samorządny Związek Zawodowy Solidarność (National Secretariat for Environmental Protection,Organizaion,3.93345762708323e-15,0.20096252871742057,2
850,European Holiday Home Association,Organizaion,0.0,0.19536755362162578,1
851,The Born Free Foundation,Organizaion,2.772228896946418e-14,0.2007359196027617,2
852,Sociaal Economische Raad,Organizaion,0.0,0.1969946999553476,1
853,Stowarzyszenie Krajowa Unia Producentów Soków (KUPS),Organizaion,0.0,0.1749633589102509,1
854,Bridgestone Europe,Organizaion,4.953021685035194e-13,0.21762535924162485,4
855,International Swaps and Derivatives Association,Organizaion,3.413577117470653e-14,0.19358592796092797,2
856,Asociación Nacional de Armadores de Buques de Pesca de Bacalao,Organizaion,0.0,0.19668540414809071,1
857,Impulse Innovations Ltd,Organizaion,0.0,0.19536755362162578,1
858,EcoTransFaire,Organizaion,9.119818616625836e-15,0.19472643881095397,2
859,Business Bridge Europe,Organizaion,2.989162853812046e-12,0.22603639927825175,9
860,WirtschaftsVereinigung Metalle,Organizaion,5.195151879889088e-13,0.22201557850516365,4
861,Suomen nuorisoalan kattojärjestö Allianssi ry - The Finnish National Youth Council Allianssi,Organizaion,0.0,0.17094866654312044,1
862,International Disability and Development Consortium,Organizaion,1.520379650389838e-13,0.21008281573498966,4
863,International Emissions Trading Association,Organizaion,0.0,0.18945108289768484,1
864,European Oncology Nursing Society vzw / asbl,Organizaion,0.0,0.18183610200168449,1
865,Avisa Partners,Organizaion,1.894770399207018e-12,0.23370491501220692,6
866,Heineken N.V.,Organizaion,6.841081181850424e-13,0.24338586265620876,4
867,POLSKI ZWIĄZEK HODOWCÓW I PRODUCENTÓW BYDŁA MIĘSNEGO,Organizaion,1.704352991637762e-14,0.1820416218155723,2
868,Sandbag Climate Campaign,Organizaion,4.818444127960981e-14,0.24552955694824208,3
869,Energy Co-operatives Ireland Ltd,Organizaion,7.623503210616384e-16,0.19410436911775958,2
870,Zalando SE,Organizaion,3.0163081778961967e-12,0.25591424968474147,10
871,Deutscher Richterbund,Organizaion,0.0,0.1829903879100467,1
872,Europe's People's Forum,Organizaion,1.2653498219153409e-12,0.21827138186198589,5
873,Mouvement d'Affirmation des Jeunes Lesbiennes,Organizaion,0.0,0.17686944396025797,1
874,TUSIAD-Turkish Industry&Business Association,Organizaion,5.887623833133812e-12,0.25183034273943367,9
875,Hellenic Association of Pharmaceutical Companies,Organizaion,1.8602212699931814e-14,0.18627918930826848,2
876,Ingka Services A.B.,Organizaion,1.5597878244413094e-11,0.2629437678154962,20
877,Trans-Atlantic Business Council,Organizaion,1.771950765096142e-14,0.1988087540900096,2
878,Deutsche Sozialversicherung Arbeitsgemeinschaft Europa,Organizaion,3.36525658943114e-14,0.18610494653632412,2
879,Turku-Southwest Finland European Office,Organizaion,0.0,0.17752545575422513,1
880,ENCORE LAB,Organizaion,6.788271915413246e-14,0.1909951625350575,2
881,Groupe Avril,Organizaion,1.228079373614401e-13,0.21832773904811084,3
882,One Young World,Organizaion,0.0,0.19314374904827167,1
883,Stichting ERGO Network,Organizaion,1.720162339806933e-12,0.24756630151023495,4
884,Claudia de Castro Caldeirinha,Organizaion,0.0,0.1857166389076999,1
885,Ericsson,Organizaion,1.9131399439739052e-11,0.25408153044871795,27
886,Jeremy Coller Foundation,Organizaion,0.0,0.1885183464932652,1
887,FERROVIAL,Organizaion,3.7558275964941015e-15,0.2376068376068376,2
888,Voodoo,Organizaion,0.0,0.19103111998042058,1
889,AS LHV Pank,Organizaion,0.0,0.18980901251426327,1
890,Anica - Associazione Nazionale Industrie Cinematografiche Audiovisive Digitali,Organizaion,0.0,0.198295909792656,1
891,Optiver,Organizaion,8.437778446924755e-14,0.195164640713956,4
892,Servicios y Navegación de España,Organizaion,1.633615690168676e-13,0.1880885296952621,3
893,European Signature Dialog  - Associated European Trust Centers,Organizaion,8.673828471096601e-14,0.2000433719738191,2
894,Национална асоциация на зърнопроизводителите,Organizaion,2.00648153837034e-14,0.18245077766789536,2
895,Association européenne du cautionnement,Organizaion,1.1278007734315302e-12,0.22825328984366214,5
896,Superrr Lab SL gGmbH,Organizaion,0.0,0.19536755362162578,1
897,The Coalition for Energy Savings,Organizaion,1.3175460356105936e-12,0.2314025085518814,6
898,Forschungszentrum Jülich GmbH,Organizaion,9.469837482129318e-14,0.19571045576407506,3
899,FEDERACIÓN NACIONAL DE COFRADÍAS DE PESCADORES,Organizaion,1.0899259091459306e-13,0.19026100652516312,3
900,Frank Bold Society,Organizaion,1.7475270759132034e-12,0.2549433431320821,7
901,Transparency International Liaison Office to the European Union,Organizaion,1.34130418036471e-11,0.2522372476881774,13
902,International Platform of Insects for Food and Feed (IPIFF),Organizaion,2.605432022619271e-13,0.19288674295707714,4
903,FIAN Belgium,Organizaion,4.589086135661171e-15,0.2237486218302095,2
904,Finnish Forest Industries Federation (Metsäteollisuus ry),Organizaion,5.932561932902372e-12,0.22995512849567148,11
905,European Cocoa Association,Organizaion,1.739665530581697e-13,0.19352685382972232,4
906,ReCommon APS,Organizaion,2.160698539581979e-14,0.21194335366363104,2
907,International Romani Union,Organizaion,1.1303299283352878e-12,0.19448757019914514,4
908,Creative Commons,Organizaion,3.6810103507914084e-13,0.21309168801713638,3
909,Aequitas Global,Organizaion,0.0,0.1953901255487946,1
910,Fundación Maldita.es contra la desinformación: periodismo,Organizaion,4.842292608293911e-13,0.23248407643312102,5
911,European Potato Processors' Association,Organizaion,0.0,0.1885183464932652,1
912,Rundfunkrat des Westdeutschen Rundfunks,Organizaion,2.30558824148571e-14,0.1861869025119727,2
913,Car-Pass asbl,Organizaion,0.0,0.17746336003357935,1
914,Stichting Health Action International,Organizaion,5.599104972062267e-16,0.1963580772505612,2
915,European Third Party Providers Association,Organizaion,3.1720791812838627e-13,0.2232072151341839,5
916,Duck Duck Go,Organizaion,3.0849622426996524e-13,0.24679557339170619,6
917,European Furniture Industries Confederation,Organizaion,0.0,0.20103817882828443,1
918,International Federation of Organic Agriculture Movements EU Regional Group,Organizaion,1.3747933644905345e-11,0.25018492036096457,30
919,Association de l'Aviculture,Organizaion,2.5335390309916666e-12,0.21995101120672836,15
920,Bundesverband der Deutschen Vending Automatenwirtschaft e.V.,Organizaion,0.0,0.1953901255487946,1
921,Liberty Global Corporate B.V.,Organizaion,2.6164161336872593e-12,0.2521369645164497,8
922,eFuel Alliance,Organizaion,1.6646280604968207e-13,0.21961777373763608,4
923,KINEIS,Organizaion,0.0,0.18393242336904309,1
924,European Aerospace Cluster Partnership,Organizaion,5.3848557856659714e-14,0.23192082647650394,4
925,Nederlandse Vereniging van Banken / Dutch Banking Association,Organizaion,1.4341287576030814e-12,0.2131767474106599,5
926,Gazprom,Organizaion,5.1783139259475497e-14,0.196727350278214,2
927,#DiasporaVote!,Organizaion,5.33819422321099e-13,0.2006009924282862,3
928,Negative Emissions Platform,Organizaion,0.0,0.23197384664624388,1
929,Irish Congress Trade Unions,Organizaion,8.678913678105566e-14,0.22528863232682061,4
930,International Diabetes Federation European Region,Organizaion,2.9662258589914115e-13,0.20517642301081793,4
931,RELX,Organizaion,7.480159432412991e-13,0.19948492116541502,4
932,Cassa Depositi e Prestiti s.p.a.,Organizaion,8.589300141410423e-13,0.20643704351718103,5
933,European Forest Institute,Organizaion,8.205575960976195e-13,0.21096949913716032,4
934,European Cleaning and Facility Services Industry,Organizaion,0.0,0.1797647308932431,1
935,ELICA INTERCONNECTOR SINGLE MEMBER SA (COPELOUZOS GROUP),Organizaion,1.837074310910453e-12,0.19859474693701804,5
936,Dansk Metalarbejderforbund,Organizaion,1.4623697601744756e-13,0.19027527752775278,2
937,Klubrádió Szolgáltató Zártkörűen Működő Részvénytársaság,Organizaion,0.0,0.18938036580813736,1
938,smartEn Smart Energy Europe,Organizaion,6.410539105120491e-13,0.24236272004203788,5
939,Incorporated,Organizaion,4.647737963181667e-14,0.20350982751704774,3
940,Open Search Foundation e.V.,Organizaion,1.2750804864375384e-15,0.20628176458629802,2
941,Pan African Farmers Organization,Organizaion,0.0,0.2198033099384802,1
942,part of FIA,Organizaion,2.618966396701163e-13,0.2255941661664332,3
943,Danish Pelagic Producer Organisation,Organizaion,3.662821852145584e-13,0.2034690194505715,2
944,Metallinjalostajat ry - Finnish Steel and Metal Producers,Organizaion,0.0,0.20993503537882235,1
945,Institut pro politiku a společnost,Organizaion,0.0,0.18407924097019393,1
946,The International Motor Vehicle Inspection Committee,Organizaion,1.2998661199542465e-12,0.22434225071854963,6
947,RegrowTown,Organizaion,0.0,0.17562959757680657,1
948,Museum of the Future LLC,Organizaion,0.0,0.1766600508374247,1
949,The Future Society,Organizaion,0.0,0.1766600508374247,1
950,Tietoevry,Organizaion,0.0,0.19862973475579915,1
951,The Data Union,Organizaion,0.0,0.19536755362162578,1
952,Deutsches Zentrum für Luft- und Raumfahrt e.V.,Organizaion,0.0,0.1767831631764173,1
953,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V.,Organizaion,4.039444581025138e-12,0.24790501087195524,7
954,Nykredit Realkredit A/S,Organizaion,0.0,0.18919322059179983,1
955,EDANA AISBL,Organizaion,1.7166950323263055e-13,0.20359149277688604,3
956,Burgenland Energie AG,Organizaion,7.406003860105605e-14,0.19895688319836866,2
957,EPPA SA,Organizaion,1.0764194052347229e-12,0.21259611556915084,4
958,ING Group,Organizaion,6.081908467080676e-12,0.26097579794758363,12
959,Institute of International Finance,Organizaion,7.243889675149615e-13,0.20708163265306123,7
960,Atlantik-Brücke e.V.,Organizaion,0.0,0.19566516901598566,1
961,Universiteit Leiden,Organizaion,1.2056286156374221e-12,0.2311073657358903,3
962,Swappie,Organizaion,0.0,0.19538636319873684,1
963,AUTOSTRADE PER L'ITALIA,Organizaion,5.237520874307503e-14,0.18350996491481897,2
964,Verband der Chemischen Industrie e.V.,Organizaion,4.011295374544842e-12,0.230289138032772,10
965,DLA Piper UK LLP - Belgium,Organizaion,0.0,0.17675236900780378,1
966,Promote Ukraine,Organizaion,0.0,0.1588471954789524,1
967,Union Française des Industries de l'Habillement,Organizaion,0.0,0.20571301139358553,1
968,CSE COE,Organizaion,0.0,0.19737789103075337,1
969,Action for Education,Organizaion,6.613528362584361e-15,0.17976154622920615,2
970,Brussels Office of the Swedish Trade Unions,Organizaion,2.2071936881216886e-13,0.20349758337845697,5
971,Vogelbescherming Nederland,Organizaion,0.0,0.19538636319873684,1
972,The Goldman Sachs Group,Organizaion,3.177388076619449e-13,0.23553853296193128,5
973,DATEV eG,Organizaion,0.0,0.19536755362162578,1
974,Alitalia Società Aerea Italiana S.p.A. in Amministrazione Straordinaria,Organizaion,0.0,0.18183936059639438,1
975,Udruga za sport,Organizaion,5.620663315938336e-13,0.18977706291613675,4
976,EUROPE FOR FAMILY,Organizaion,0.0,0.18107355722902316,1
977,Association de producteurs de cinéma et de télévision,Organizaion,0.0,0.198295909792656,1
978,European Ceramic Industry Association,Organizaion,7.837794177085144e-12,0.250790904597133,15
979,Forum citoyen pour la Responsabilité Sociale des entreprises,Organizaion,0.0,0.1896919165482689,1
980,Build Europe,Organizaion,0.0,0.19014335238452168,1
981,Société des Auteurs,Organizaion,2.6790596948848974e-13,0.21536665605433514,2
982,Tax Justice Network,Organizaion,0.0,0.17668773616117292,1
983,Stichting Onderzoek Multinationale Ondernemingen,Organizaion,0.0,0.1912183171582022,1
984,Stryker,Organizaion,0.0,0.18395910005620117,1
985,Blockchain.com,Organizaion,0.0,0.1905289445518899,1
986,For Our Children Foundation,Organizaion,5.702306322204953e-15,0.20558380776789514,2
987,Burson Cohn & Wolfe Sprl,Organizaion,2.7864692001568995e-13,0.1999881745437345,2
988,International Committee on the Rights of Sex Workers in Europe,Organizaion,0.0,0.17876711122073255,1
989,FIPRA International SRL,Organizaion,1.3492820825119223e-11,0.24025097667811057,18
990,HOLALUZ CLIDOM SA,Organizaion,0.0,0.2064580450883047,1
991,Keeping Channels Open,Organizaion,0.0,0.15947632294466185,1
992,Fundacja Ocalenie,Organizaion,8.989516324798262e-15,0.19602805092440545,2
993,NATURGY ENERGY GROUP,Organizaion,1.2833204217568658e-12,0.24385964912280703,11
994,Associazione Bancaria Italiana,Organizaion,8.455651662208294e-12,0.2386574781851965,19
995,Associação Portuguesa de Imprensa,Organizaion,0.0,0.17458405739749833,1
996,International Capital Market Association,Organizaion,1.4486004370379731e-13,0.20454774527788416,3
997,Single.Earth,Organizaion,0.0,0.20871729471778838,1
998,PANASONIC EUROPE BV,Organizaion,0.0,0.1896919165482689,1
999,International Federation of Air Traffic Controllers Associations,Organizaion,0.0,0.18239174590620674,1
1000,KEMIJOKI OY,Organizaion,0.0,0.17094866654312044,1
1001,Publyon,Organizaion,1.9693148561421554e-13,0.20040685732343183,2
1002,Skyscanner Limited,Organizaion,3.883721823516513e-13,0.20362417723551132,3
1003,European Energy Network EnR,Organizaion,0.0,0.17781477262770526,1
1004,Green Finance Observatory,Organizaion,0.0,0.20206304637871636,1
1005,SGI Europe,Organizaion,3.0484615010563306e-11,0.26638838570791,46
1006,Deutscher Bauernverband,Organizaion,4.93689133032103e-12,0.2150790622747891,9
1007,epicenter.works - Plattform Grundrechtspolitik,Organizaion,3.034669889576016e-13,0.23298585598824395,5
1008,global,Organizaion,0.0,0.17473136795701888,1
1009,Green REV Institute,Organizaion,2.6502026128010682e-15,0.1998306353145063,2
1010,Beiten Burkhardt,Organizaion,0.0,0.17746336003357935,1
1011,BSEF - The International Bromine Council,Organizaion,0.0,0.20209524188890438,1
1012,DSW (Deutsche Stiftung Weltbevoelkerung),Organizaion,3.0972835963984035e-12,0.23526002179406924,15
1013,Fieldfisher (Belgium) LLP,Organizaion,0.0,0.2122892171220553,1
1014,EUROS / AGENCY GROUP,Organizaion,6.154869471465111e-13,0.20207914285145281,3
1015,Gibbels Public Affairs,Organizaion,0.0,0.19536755362162578,1
1016,Rasmussen Global,Organizaion,3.5633161130058868e-12,0.21903466735742347,11
1017,Abodoo Limited,Organizaion,2.2906360608245067e-12,0.21613274260884383,6
1018,Fastweb S.p.A.,Organizaion,2.851207526195043e-14,0.23403911799981547,4
1019,Leapfrog Projects Oy,Organizaion,0.0,0.14275865950083008,1
1020,The Council of European Professional Informatics Societies,Organizaion,9.218780076108787e-13,0.21106604264170567,5
1021,Leuphana Universität Lüneburg,Organizaion,3.520226799762469e-13,0.24915899324739105,3
1022,European Film Agency Directors,Organizaion,0.0,0.19144199384940475,1
1023,TD Bank Group,Organizaion,0.0,0.18938390040874223,1
1024,MakoLab Spółka Akcyjna,Organizaion,4.480951141712135e-15,0.2001578064897919,2
1025,UNITAB,Organizaion,3.372804689856224e-14,0.18202855912743973,2
1026,OrangeGas B.V.,Organizaion,0.0,0.18749076127124908,1
1027,European Transport Safety Council,Organizaion,2.290555128084006e-13,0.19263773398640696,5
1028,Volkswagen Aktiengesellschaft,Organizaion,1.588894587862249e-11,0.25650942919257796,22
1029,Dopper,Organizaion,0.0,0.19538636319873684,1
1030,Europtimum Conseil,Organizaion,1.219699521779628e-13,0.19059694203388558,2
1031,Pinterest Europe Limited,Organizaion,0.0,0.19536755362162578,1
1032,UNION DES INDUSTRIES TEXTILES,Organizaion,0.0,0.20571301139358553,1
1033,Deutsche Industrie- und Handelskammer,Organizaion,7.21948240306756e-12,0.24187166285278414,15
1034,World Green Infrastructure Network,Organizaion,0.0,0.17620296247416953,1
1035,Paul Wurth S.A.,Organizaion,0.0,0.24133666309906052,1
1036,Scotland Europa,Organizaion,0.0,0.1969946999553476,1
1037,ΑΙΡΟΤΕΛ,Organizaion,0.0,0.19961049691151592,1
1038,Fundacion Euroamerica,Organizaion,3.0490848982698073e-13,0.18669389707641074,3
1039,GROUPE D'INITIATIVE ITALIENNE,Organizaion,2.2935705993597717e-12,0.19320626820769626,4
1040,GridMarket,Organizaion,0.0,0.1969946999553476,1
1041,NEWSGUARD TECHNOLOGIES EUROPE LIMITED,Organizaion,0.0,0.1896919165482689,1
1042,European Solar Thermal Electricity Association,Organizaion,0.0,0.20206707025649195,1
1043,Democracy International e.V.,Organizaion,4.557266476528709e-13,0.20698869895149116,3
1044,The Boston Consulting Group GmbH,Organizaion,0.0,0.1797647308932431,1
1045,European Association of Institutions in Higher Education,Organizaion,3.5354082528923215e-13,0.19929685351769652,4
1046,CMA CGM,Organizaion,3.939593316358266e-12,0.22101938575473754,11
1047,Cercle Europe et Economie Sociale,Organizaion,0.0,0.18750808463457452,1
1048,Ragn-Sellsföretagen,Organizaion,3.7813188655261056e-14,0.20771325049640743,2
1049,AMISA2,Organizaion,0.0,0.18298378807278234,1
1050,SCALEWAY,Organizaion,0.0,0.19536755362162578,1
1051,Zeleros Global S.L.,Organizaion,0.0,0.23415793603175336,1
1052,Vodafone Belgium SA,Organizaion,6.126622970627436e-11,0.27005376057912384,44
1053,PLATFORMA,Organizaion,4.0253336409169065e-12,0.2416930662410976,7
1054,ECBF Management GmbH,Organizaion,5.9546842680331355e-15,0.19909741979790052,2
1055,Conseil des Notariats de l'Union Européenne,Organizaion,4.6440099309997013e-14,0.18763984688499732,2
